-1.309239925	0.810612772	-2.153727502	-0.834852705
-1.501223605	0.352188454	-2.652881316	-0.469488469
0.977958909	0.117099431	2.872943296	0.265429484
1.443508358	0.48432102	3.98941253	-0.749839776
-1.956590694	0.469792518	-2.455043225	-0.633872159
0.877300287	0.711616247	2.214762357	0.799720961
1.546607233	0.229706008	3.279641386	-0.137610674
1.157154624	0.902907687	3.253554173	-0.111727753
-1.941057745	0.146418272	-3.095071547	-0.046504328
-1.179674795	0.425012085	-2.381720068	-0.688829085
-1.126232771	0.946645275	-2.676572441	-0.448440867
0.718005554	0.872487656	2.545286147	0.561590257
0.859698039	0.448166079	1.593998245	0.999730848
0.362475647	0.262000474	1.263506906	0.953156956
-1.449716197	0.86499418	-1.97239356	-0.920437827
1.587438174	0.943221581	4.308611451	-0.919583387
1.391639582	0.676657646	3.793858061	-0.606988306
-0.658661089	0.690099019	0.231399432	0.229339879
1.178377718	0.099350805	2.757781454	0.374457094
0.166340273	0.816462209	0.092623713	0.092491331
-0.095547171	0.212582537	1.148490098	0.912146124
-1.788920833	0.594459	-3.862849482	0.660329042
-1.820433558	0.86182722	-2.883522421	-0.255215166
-0.391958533	0.353506643	-0.724739983	-0.662940798
-0.387115396	0.033286027	0.50263752	0.48173851
-1.432891346	0.659551738	-1.896276785	-0.947497203
-0.881250174	0.434059164	-0.659994365	-0.6131124
1.161874671	0.614601579	3.464678979	-0.317494707
-1.194789631	0.527433339	-0.89270221	-0.778769712
1.322747321	0.462517614	3.275209986	-0.133220095
-0.005134421	0.951303318	0.124286358	0.123966628
-1.682429582	0.582157405	-2.45715121	-0.632240356
1.833557629	0.594339997	4.192086356	-0.867668772
0.738108048	0.184535123	1.629741029	0.998263264
-0.275966476	0.858243507	-0.615196006	-0.577118604
-0.195214254	0.10817361	1.534844373	0.999353798
1.007210918	0.806069811	2.82997729	0.306596603
-1.164283392	0.801200971	-2.424045528	-0.657538605
-0.407460897	0.983415275	0.591747434	0.557812187
-1.792953697	0.255549507	-2.812340894	-0.32333507
0.04478574	0.932783434	1.410301566	0.987148338
-1.943438558	0.702941658	-3.429330488	0.283783789
-1.267538988	0.676573506	-2.592573474	-0.521850804
0.154033931	0.999628336	-0.030439079	-0.030434378
1.395580457	0.176472161	4.326909349	-0.926618196
-0.43859809	0.415283873	0.364809083	0.356770947
1.111012199	0.806878653	2.865224321	0.2728636
0.00582456	0.103186403	1.320954855	0.96895163
1.81940238	0.31490802	4.597462232	-0.993403187
-0.65119614	0.968633096	-0.517792901	-0.494963566
